Time,x,y,z
6.011,-0.0013316910278361686,0.000719424470181651,0.016528039171628102
6.013,-0.0013328958652680228,0.0007159788239061345,0.016622265646881355
6.016,-0.0013340743338669542,0.0007123802276012713,0.016715477576934
6.016,-0.0013352257823375912,0.0007086342050627033,0.016807684871521344
6.017,-0.0013363497409361643,0.0007047474434264423,0.016898897332897355
6.018,-0.001337445930108174,0.0007007277513975791,0.016989124667999816
6.019,-0.0013385142659345115,0.0006965840058654379,0.01707837649953726
6.021,-0.0013395548621850247,0.0006923260871098291,0.017166662375895023
6.022,-0.0013405680288227923,0.0006879648029612468,0.01725399177982482
6.023,-0.0013415542668625859,0.0006835118024956942,0.017340374135905976
6.023,-0.0013425142596639311,0.0006789794800304846,0.01742581881681309
6.024,-0.001343448860790852,0.0006743808703641806,0.01751033514843341
6.025,-0.001344359078713091,0.000669729536361354,0.017593932413924495
6.026,-0.0013452460587196407,0.0006650394501551615,0.017676619856810287
6.027,-0.0013461110624427425,0.0006603248693476808,0.01775840668322015
6.028,-0.0013469554455632256,0.0006556002096613488,0.01783930206340368
6.03,-0.0013477806342603094,0.000650879915640094,0.017919315132641056
6.03,-0.001348588101044487,0.0006461783309448194,0.017998454991669303
6.031,-0.0013493793406039714,0.0006415095698415424,0.018076730706752156
6.032,-0.0013501558463680239,0.0006368873914819969,0.0181541513094955
6.033,-0.00135091908485077,0.0006323250882205551,0.018230725796517577
6.034,-0.0013513836806114774,0.0006287280452620358,0.018342888906316173
6.035,-0.001350995835390901,0.0006265787062700888,0.01845366666502029
6.036,-0.0013505214604127864,0.0006244261407436449,0.018563197798715136
6.037,-0.0013500853337159219,0.0006223126928951855,0.018671530122956657
6.038,-0.0013496862131237028,0.0006202486755344871,0.018778676093221536
6.039,-0.0013493226259494273,0.0006182432360273307,0.01888464810109293
6.04,-0.0013489928975520685,0.0006163043107980333,0.01898945848251408
6.041,-0.0013486951840625577,0.0006144385918422838,0.019093119526093206
6.042,-0.0013484275088642497,0.0006126515052656056,0.01919564348139322
6.043,-0.0013481878022220488,0.000610947201660584,0.019297042567124507
6.044,-0.0013479739433851835,0.0006093285579588267,0.019397328979127406
6.046,-0.0013477837885756282,0.0006077971643697631,0.019496514898006
6.046,-0.0013479431299906473,0.000604470288998853,0.019607150133947364
6.047,-0.0013481143569875835,0.0006012907157893491,0.019716576791264637
6.053,-0.001348296865348082,0.0005982558518573077,0.01982480865622465
6.054,-0.0013484901644534569,0.00059536198874028,0.019931859469451346
6.055,-0.0013486939027575128,0.0005926043459343025,0.020037742926084998
6.055,-0.001348907890797911,0.0005899771217525886,0.020142472674749553
6.055,-0.001349132121105854,0.000587473550706495,0.02024606231517789
6.056,-0.0013493667843215613,0.0005850859665732806,0.020348525394370424
6.056,-0.001349612281075167,0.0005828058704166388,0.020449875401181913
6.058,-0.0013498692291902667,0.0005806240028089925,0.02055012575925868
6.059,-0.0013501384659332807,0.0005785304196172506,0.020649289818290263
6.059,-0.001350421045169806,0.0005765145707155356,0.02074738084357957
6.059,-0.001350718229453401,0.0005745653811077728,0.020844412003985926
6.06,-0.0013510314771166749,0.0005726713339355194,0.020940396358346998
6.06,-0.0013513624112238632,0.0005708205367898173,0.02103534684053186
6.061,-0.0013523571199625841,0.0005666639537728382,0.02114201893429202
6.062,-0.0013533644470617025,0.0005626049407391691,0.0212475448790103
6.063,-0.0013543867709256655,0.0005586292819814966,0.021351938471894826
6.065,-0.0013554263761990876,0.0005547226743314935,0.02145521328369786
6.065,-0.0013564854124856092,0.0005508707901950563,0.021557382644224667
6.066,-0.0013583480154056153,0.0005458971106126134,0.0216712473276024
6.067,-0.0013602188606874326,0.0005409885320271623,0.0217838924652848
6.068,-0.0013620997588498457,0.0005361302313972698,0.02189533178466486
6.069,-0.0013639921709225798,0.0005313077379660381,0.02200557870684738
6.072,-0.0013658972012538827,0.0005265070322664082,0.02211464634626437
6.072,-0.001367815594239177,0.0005217146437741211,0.022222547512663754
6.072,-0.0013697477351953425,0.0005169177465748299,0.0223292947155221
6.073,-0.001371693655615313,0.0005121042523186769,0.022434900170851976
6.077,-0.0013736530428102992,0.0005072628997512573,0.022539375810317494
6.077,-0.0013756252538507788,0.0005023833399764104,0.02264273329250444
6.077,-0.0013776093336946738,0.0004974562166592593,0.022744984016133365
6.077,-0.0013796040371661779,0.000492473240260609,0.022846139134946267
6.079,-0.0013816078544241857,0.0004874272554556296,0.022946209573971397
6.083,-0.0013836190345001423,0.00048231230875962956,0.02304520604681588
6.083,-0.0013853730945772892,0.0004797241714004133,0.023155617908085808
6.083,-0.0013871333560267981,0.00047697699551278586,0.023264842132885356
6.083,-0.00138889856174491,0.000474071748527029,0.0233728904181436
6.083,-0.0013906673027504828,0.0004710106119952005,0.023479774289458837
6.084,-0.0013924380401897974,0.0004677969785081836,0.023585505118570528
6.085,-0.0013942091279011291,0.0004644354380726771,0.023690094140139124
6.086,-0.0013959788347185373,0.0004609317536390889,0.023793552467575394
6.087,-0.0013977453660875296,0.0004572928255251314,0.023895891107717462
6.088,-0.0013995068844430392,0.00045352664474488654,0.023997120974206306
6.089,-0.0014012615278611157,0.0004496422353489205,0.024097252899443238
6.09,-0.0014030074267389564,0.00044564958608227034,0.024196297645067123
6.091,-0.0014047427023384034,0.00044155958481839375,0.024294265910953506
6.092,-0.001405539988957061,0.00044085474510833627,0.02440403194244011
6.093,-0.0014063542527723298,0.00043997365574262597,0.0245126044135336
6.097,-0.0014071839392998343,0.00043893245459275667,0.024619995229354923
6.097,-0.0014080273212896573,0.00043774747586923545,0.024726216217588436
6.097,-0.0014088824957818136,0.00043643515589145414,0.0248312791342986
6.097,-0.0014086583334381897,0.00043629255416477425,0.02494781141779587
6.097,-0.001408480452808258,0.000436016375291592,0.025063071596415687
6.097,-0.0014083457995500562,0.00043562367373005146,0.025177072479846373
6.101,-0.0014082510515350233,0.00043513103001556735,0.025289826789378918
6.101,-0.0014081926415406604,0.0004345544458861929,0.025401347164601032
6.104,-0.0014081667835714586,0.0004339092447665185,0.025511646169839655
6.104,-0.0014081695029005156,0.00043320997878933885,0.025620736300431855
6.104,-0.0014081966699909696,0.0004324703434102189,0.025728629988903972
6.105,-0.0014082440382606402,0.00043170310053964814,0.02583533961111105
6.106,-0.0014083072856357617,0.0004309200109458328,0.025940877492393117
6.107,-0.0014083820597182422,0.00043013177655750135,0.02604525591377395
6.108,-0.0014084640262183327,0.0004293479930509062,0.02614848711819972
6.109,-0.0014085489119113768,0.00042857710373140674,0.026250583316816768
6.111,-0.0014089000813988018,0.00042478251513532634,0.026364609061021733
6.111,-0.0014092395841276343,0.0004211070828551575,0.02647738296963001
6.112,-0.0014095646860344503,0.00041755469839133147,0.026588918837493956
6.113,-0.0014098729451899794,0.0004141281520972294,0.02669923042558879
6.114,-0.0014101622522079305,0.0004108291222207435,0.026808331465190793
6.114,-0.0014104308696525718,0.0004076581742634981,0.026916235661522205
6.116,-0.0014106774695417893,0.0004046147701987527,0.027022956696699074
6.117,-0.0014109011488096857,0.000401697265948509,0.027128508231798097
6.118,-0.001412382553005857,0.0003941420026529603,0.02724590982359994
6.119,-0.00141381091701172,0.00038685856547126824,0.02736202914323436
6.12,-0.0014151893032774907,0.0003798405640921201,0.027476881382213665
6.121,-0.0014165211204677695,0.0003730806066109427,0.027590481659152545
6.122,-0.0014178101138332035,0.00036657033130605934,0.02770284501408534
6.123,-0.0014190603511079574,0.0003603004472538439,0.027813986401218335
6.124,-0.001420276203568908,0.00035426078319170893,0.027923920680076694
6.125,-0.0014214623221348837,0.00034844034393921846,0.028032662605028406
6.125,-0.0014226236085360794,0.0003428273738112109,0.02814022681322314
6.127,-0.0014237651816538194,0.0003374094263795172,0.02824662781103643
6.128,-0.0014248923393258225,0.0003321734399826739,0.02835187995915513
6.129,-0.0014260105160221789,0.00032710581838663126,0.028455997456508595
6.13,-0.0014271252369747172,0.0003221925160128756,0.02855899432328393
6.131,-0.001428242069112651,0.0003174191090563462,0.028660884383336558
6.132,-0.0014302031818046958,0.0003131487559344248,0.028774982400985902
6.133,-0.0014321542117755495,0.0003089760821398153,0.028887855864238216
6.134,-0.0014341012060706529,0.00030488650169129743,0.02899951930787181
6.135,-0.0014360499591585345,0.0003008654610155246,0.02910998697279085
6.136,-0.0014380059646066758,0.000296898536411809,0.02921927279458142
6.1370000000000005,-0.0014399743694424175,0.00029297153195853934,0.029327390394012515
6.138,-0.0014419599320323537,0.0002890705771977811,0.02943435306976179
6.139,-0.0014439669915302206,0.000285182208724223,0.029540173793656255
6.14,-0.0014461076947482486,0.0002847819312106223,0.02965828014904224
6.141,-0.0014482660959172441,0.000284253217967077,0.029775121980221933
6.142,-0.00145044591432213,0.00028358816895060035,0.02989071271333947
6.143,-0.001452650347186643,0.00028277966453056045,0.030005065449802575
6.144,-0.0014548820487463713,0.0002818214259313642,0.030118192978816655
6.145,-0.0014571431121635442,0.00028070808170654714,0.030230107792222526
6.146,-0.0014584047443796486,0.0002819461817532448,0.030354383184694095
6.147,-0.0014597227888929587,0.00028293931980621884,0.030477323497571422
6.148,-0.001461098340040916,0.00028368810256887715,0.030598942147821297
6.149,-0.0014625319478829603,0.0002841941280771665,0.030719252292016736
6.15,-0.0014640236171347234,0.00028445999524704974,0.030838266846777786
6.151,-0.0014655728123989353,0.00028448930618079797,0.030955998509654293
6.152,-0.001467178469956313,0.0002842866735207127,0.031072459780026904
6.153,-0.0014677823173791286,0.0002824152936870542,0.03120109649138861
6.154,-0.0014684738057962829,0.00028036839277055097,0.031328342473422956
6.155,-0.001469249937790101,0.00027815181028649114,0.03145421134944439
6.156,-0.001470107279022905,0.00027577239102873026,0.03157871657547514
6.157,-0.0014710419808495925,0.000273237939679482,0.031701871457699184
6.158,-0.00147204980496669,0.000270557165859367,0.03182368916869377
6.16,-0.0014731261497203394,0.0002677396199474101,0.03194418276230621
6.16,-0.0014742660776259637,0.00026479562024295136,0.032063365187082395
6.161,-0.0014754643438715477,0.00026173617212539764,0.03218124929822338
6.162,-0.0014767154255998288,0.0002585728799680444,0.03229784786807236
6.163,-0.0014780135518515792,0.00025531785276699696,0.032413173595182525
6.164,-0.0014793527341898914,0.00025198360445551505,0.032527239112039544
6.165,-0.0014807267980073292,0.00024858295002397725,0.0326400569915683
6.166,-0.0014821294178480997,0.0002451289094308491,0.03275163975252714
6.167,-0.0014835538014708357,0.00024056259153460748,0.03287531872668663
6.168,-0.0014849955987275881,0.00023600166246779322,0.03299764233806927
6.169,-0.0014864482232124535,0.00023145831875978376,0.03311862441211061
6.17,-0.0014879050831998262,0.00022694458467475097,0.03323827871028858
6.171,-0.0014893596184904698,0.00022247220169195348,0.03335661893445992
6.172,-0.0014908053396168498,0.0002180525220603414,0.033473658730944975
6.173,-0.0014922358694663088,0.00021369640756104053,0.03358941169443999
6.174,-0.0014936449873626492,0.000209414134436398,0.03370389137185595
6.175,-0.001495026675562555,0.00020521530539302865,0.03381711126611878
6.176,-0.0014963751679763304,0.0002011087694538158,0.033929084839989895
6.177,-0.0014976850008226288,0.0001971025502710897,0.034039825519894804
6.179,-0.0014989510663946356,0.0001932037875919218,0.034149346699762884
6.179,-0.0015004027217414557,0.00018903360867574155,0.0342716054748885
6.179,-0.0015017949094657099,0.00018499442445120174,0.03439251882991909
6.179,-0.0015031241648443777,0.00018109020901489194,0.034512101718670134
6.179,-0.0015043875815285337,0.00017732389894088656,0.03463036906233155
6.179,-0.0015055828587795628,0.00017369737664817294,0.03474733575298251
6.179,-0.0015067083455479534,0.00017021146333585658,0.03486301665645281
6.185,-0.0015077630803883124,0.00016686592121377533,0.03497742661434545
6.186,-0.0015087468261812827,0.00016365946465020053,0.03509058044502869
6.187,-0.0015096600986257156,0.00016058977981725777,0.03520249294340485
6.188,-0.0015105041875856618,0.00015765355234042739,0.035313178879258465
6.189,-0.0015112811704420703,0.00015484650246388497,0.03542265299400181
6.19,-0.0015119939166467066,0.00015216342718817372,0.03553092999564009
6.191,-0.001512646083003425,0.00014959824879328998,0.03563802455183334
6.192,-0.0015132420865919466,0.00014714403317209768,0.03574395128092255
6.193,-0.001515117843537808,0.0001439482179376442,0.03586111172953272
6.194,-0.0015169130016165085,0.00014087709458636194,0.03597700036906795
6.195,-0.0015186357591602385,0.00013792145189373906,0.03609163292260659
6.196,-0.001520294765517207,0.0001350714614082564,0.03620502494409224
6.197,-0.0015224212003108566,0.0001319713701891167,0.03633275098490186
6.198,-0.0015244887040520775,0.00012896792801670673,0.03645909712667566
6.199,-0.0015265073768901045,0.00012604972579676957,0.036584080111944674
6.2,-0.0015284874079229457,0.00012320502938614663,0.03670771641332557
6.201,-0.0015304389899361448,0.00012042186228303879,0.03683002221741904
6.202,-0.0015323722323359965,0.00011768809042952951,0.03695101340946527
6.203,-0.0015342970735192207,0.00011499150862845897,0.03707070555918071
6.204,-0.0015362231940758246,0.00011231992807173267,0.03718911390812864
6.205,-0.0015381599320927796,0.00010966126447101587,0.03730625335901864
6.206,-0.0015401162018584952,0.00010700362623164893,0.037422138467259995
6.207,-0.0015421004171927636,0.00010433540209114339,0.03753678343505505
6.208,-0.0015441204204523135,0.00010164534762616987,0.037650202108282765
6.209,-0.001546183418220282,9.892267002113776e-05,0.037762407976319586
6.211,-0.0015482959245233427,9.615711042021156e-05,0.03787341417490311
6.211,-0.001550463712537924,9.333902608445642e-05,0.03798323349204183
6.212,-0.0015524653790287347,9.088925821279205e-05,0.038105882126409134
6.212,-0.001554537037129002,8.835527257418496e-05,0.03822721570014684
6.215,-0.001556682110962636,8.573022028341997e-05,0.038347247737330385
6.216,-0.001558903186245429,8.30081369731728e-05,0.038465991442468817
6.216,-0.0015612020025217155,8.018399349727453e-05,0.03858345971891401
6.217,-0.0015635794540296245,7.725373964529582e-05,0.038699665188947935
6.218,-0.0015660355987699298,7.421434028193679e-05,0.03881462021513543
6.219,-0.0015685696750698294,7.106380336769615e-05,0.03892833692250918
6.22,-0.0015711801250560648,6.78011994416227e-05,0.03904082722116498
6.221,-0.0015738646242324144,6.442667211433829e-05,0.03915210282882934
6.222,-0.0015766201163046486,6.094143930987155e-05,0.03926217529302582
6.223,-0.0015794428525278293,5.734778503913295e-05,0.039371056012465565
6.224,-0.0015823284346690996,5.364904158113813e-05,0.0394787562573533
6.225,-0.0015852718608800056,4.9849562101048436e-05,0.03958528718836077
6.226,-0.001588267573749371,4.5954683813217416e-05,0.03969065987404618
6.227,-0.0015913095098197068,4.197068193714765e-05,0.03979488530658106
6.228,-0.0015943911470969769,3.79047171082764e-05,0.03989797441570185
6.229,-0.0015962613020033326,3.51896932002473e-05,0.04002825402497084
6.23,-0.0015981972946149826,3.236654648644966e-05,0.04015711005203199
6.231,-0.001597575707263111,3.16409713173778e-05,0.0402844463883465
6.232,-0.0015970893335503222,3.076461025811326e-05,0.04041039009159847
6.233,-0.001596728407432527,2.975124701950352e-05,0.04053495490484062
6.234,-0.001595922215902596,2.8874091963505958e-05,0.040658117248182586
6.235,-0.0015952395261006425,2.7880701525283686e-05,0.04077992832565493
6.237,-0.001594669064171696,2.678508979563687e-05,0.04090040151014654
6.237,-0.0015941992382663475,2.5601021864293082e-05,0.04101955010395165
6.238,-0.001593818214673188,2.434192078285513e-05,0.04113738734741749
6.239,-0.0015935139981506487,2.3020778220105528e-05,0.0412539264270976
6.24,-0.0015932745161826775,2.165006976119762e-05,0.041369180483525066
6.241,-0.001593087706924117,2.0241675748125287e-05,0.0414831626186841
6.242,-0.0015929416105058185,1.8806808436627747e-05,0.04159588590326967
6.243,-0.0015928244631745133,1.7355946142131044e-05,0.041707363383793744
6.244,-0.001592724784760215,1.5898753077678897e-05,0.041817608089572085
6.245,-0.0015953580210270098,1.1282051659843757e-05,0.041955470360906605
6.247,-0.0015979006840829094,6.77060517212403e-06,0.042091811663216724
6.247,-0.0016003461573326722,2.370295547813815e-06,0.042226648694446846
6.248,-0.0016026885319133854,-1.913774393578603e-06,0.042359998109455774
6.249,-0.001604922672127806,-6.077324138005356e-06,0.0424918765235375
6.25,-0.0016070442785305614,-1.0116930167262088e-05,0.042622300515559805
6.251,-0.0016090499474774704,-1.4030052199848732e-05,0.04275128663057266
6.254,-0.001610937225933716,-1.7815051048859846e-05,0.0428788513817291
6.254,-0.0016127046603838905,-2.1471198243049287e-05,0.04300501125133251
6.255,-0.0016143518385367543,-2.4998677594524374e-05,0.04312978269083758
6.255,-0.0016158794227251298,-2.8398578998678807e-05,0.04325318211959121
6.256,-0.00161728917381636,-3.167288473937562e-05,0.04337522592213781
6.257,-0.0016185839647023376,-3.482444863752248e-05,0.04349593044390086
6.258,-0.001619767782405794,-3.785696843222986e-05,0.04361531198507261
6.259,-0.0016208457181753674,-4.077495174800594e-05,0.043733386792579675
6.26,-0.0016218239450081942,-4.358367608967419e-05,0.04385017105002145
6.261,-0.0016227096752602919,-4.628916434977324e-05,0.04396568086551556
6.2620000000000005,-0.0016254265024568673,-5.060214648985668e-05,0.044094540660141165
6.263,-0.0016280166967551162,-5.476812367886595e-05,0.044221999098284996
6.264,-0.0016315706862389083,-5.894360259891728e-05,0.044362523409237534
6.265,-0.0016349921080129183,-6.298297299020101e-05,0.04450152347109843
6.266,-0.001638295228080693,-6.689577971319297e-05,0.04463901792664192
6.267,-0.0016414945643790984,-7.06920525164525e-05,0.04477502513977883
6.268,-0.0016446047782813623,-7.438223753064197e-05,0.0449095631779023
6.269,-0.001647640562097572,-7.797712486175924e-05,0.04504264979462869
6.27,-0.0016506165240759592,-8.148777279986834e-05,0.04517430241335263
6.271,-0.001653547072429796,-8.492542919321458e-05,0.04530453811200644
6.272,-0.0016564463001417342,-8.830145055449873e-05,0.045433373609429194
6.274,-0.001659327872079679,-9.162721951447551e-05,0.045560825253736746
6.274,-0.0016622049160912227,-9.491406124053218e-05,0.04568690901304497
6.277,-0.001665089919554499,-9.81731595011571e-05,0.045811640468849904
6.277,-0.001667994632804594,-0.00010141547302739566,0.045935034812336274
6.277,-0.0016709299807120051,-0.00010465165288931977,0.04605710684378759
6.277,-0.0016739059834675765,-0.0001078919615689904,0.046177870975207
6.279,-0.0016769316875239115,-0.0001111461944639083,0.04629734123619331
6.28,-0.0016800151073430446,-0.00011442360450363327,0.04641553128300143
6.281,-0.0016831631784268548,-0.00011773283059397612,0.04653245441066418
6.282,-0.0016863817219291896,-0.00012108183057025739,0.04664812356795016
6.283,-0.0016896754208436345,-0.00012447781929936547,0.04676255137487861
6.285,-0.0016930478076211107,-0.00012792721259447686,0.04687575014244583
6.286,-0.0016965012628773171,-0.00013143557746770875,0.04698773189415594
6.287,-0.001700037021315007,-0.000135007587016956,0.04709850838894779
6.287,-0.0017020160723214455,-0.00013682377077641104,0.04723760434822715
6.288,-0.0017041240791992116,-0.00013876911032309616,0.04737519533143131
6.289,-0.0017063590304591013,-0.00014084314721408213,0.04751129602878913
6.291,-0.0017087178519788894,-0.00014304451796228764,0.04764592090930319
6.291,-0.001707823852527186,-0.00014260225769078906,0.04777901091217419
6.292,-0.0017071465109728336,-0.00014236914644742346,0.04791065595201821
6.293,-0.0017066795045290902,-0.00014233780399936527,0.04804086993720861
6.2940000000000005,-0.001706415486072454,-0.00014250020817958937,0.048169666615556335
6.295,-0.0017063461254885576,-0.00014284774453108754,0.048297059594217345
6.296,-0.001706462158627081,-0.0001433712611053971,0.04842306235812346
6.297,-0.001706753442078233,-0.00014406111944802543,0.048547688286814036
6.298,-0.0017059171667385303,-0.0001443259511244717,0.048686189814285165
6.299,-0.0017052754577167551,-0.00014475364621345692,0.0488231747474824
6.3,-0.0017048154248535412,-0.00014533274174517282,0.048958657946045994
6.301,-0.0017045234891205781,-0.00014605164596727095,0.04909265417527571
6.302,-0.001704385465626967,-0.00014689871596692443,0.04922517811768636
6.303,-0.001704386651936093,-0.0001478623353338806,0.04935624438333121
6.304,-0.0017045119231061353,-0.00014893098751499347,0.0494858675190162
6.305,-0.001707071171125222,-0.00015323122298682427,0.04962909546655368
6.306,-0.0017096494479761112,-0.00015752016416464303,0.04977074428015561
6.307,-0.0017122328243746126,-0.00016178920131528437,0.04991083015170511
6.308,-0.001714807490954867,-0.00016602986636513132,0.050049369216398035
6.309,-0.001717359852889883,-0.00017023391274701146,0.05018637755899531
6.309,-0.0017198766267178499,-0.00017439339138762452,0.05032187121968454
6.311,-0.001722344939066104,-0.00017850072223426193,0.05045586619963661
6.312,-0.0017247524267137017,-0.00018254876079113922,0.050588378466306365
6.313,-0.0017270873374948196,-0.00018653085918469137,0.05071942395848489
6.314,-0.0017293386311521908,-0.0001904409213557253,0.05084901859111157
6.315,-0.0017314960793346657,-0.0001942734520726273,0.050977178259803406
6.316,-0.0017335503636683016,-0.00019802359947839962,0.051103918845034624
6.318,-0.0017354931707873336,-0.00020168719101740676,0.0512292562158783
6.318,-0.001737317282994344,-0.0002052607626103678,0.051353206233183984
6.319,-0.001739016663224723,-0.00020874158103464967,0.0514757847520524
6.32,-0.00174058653289087,-0.00021212765950492381,0.051597007623436254
6.321,-0.0017420234411731927,-0.00021541776654556967,0.051716890694691306
6.322,-0.0017433253234436872,-0.0002186114333861512,0.051835449808892244
6.323,-0.001746143000397353,-0.00022296093866060014,0.051967841182585926
6.324,-0.0017505926632711913,-0.00022748460239856665,0.05211409190613297
6.325,-0.0017548076417023399,-0.0002318649764101676,0.05225873567288504
6.326,-0.0017587959658510578,-0.00023610453327092945,0.05240179197902841
6.327,-0.0017625669093796936,-0.0002402064542285569,0.05254328020509508
6.328,-0.001766130948306191,-0.0002441746120380056,0.05268321960422289
6.329,-0.0017694997060837847,-0.00024801354780411327,0.05282162928871918
6.33,-0.0017726858848260167,-0.00025172844199435247,0.05295852821496783
6.331,-0.001775703182893036,-0.0002553250799102785,0.053093935166775186
6.332,-0.001778566199385823,-0.00025880981184140246,0.05322786873729331
6.333,-0.0017812903259468902,-0.0002621895167577351,0.053360347309723895
6.334,-0.0017835016395979161,-0.00026463054022552324,0.05350675863016235
6.335,-0.0017856161621166437,-0.0002670093060685257,0.05365158229771501
6.336,-0.0017876507225546923,-0.00026933334127589076,0.05379483775221067
6.337,-0.0017896224544954823,-0.0002716104534838272,0.0539365441112284
6.338,-0.0017915486441259084,-0.000273848669530912,0.054076720150884196
6.339,-0.0017934465752678132,-0.0002760561720595182,0.0542153842877263
6.34,-0.0017953333734942983,-0.0002782412346076726,0.05435255456217304
6.341,-0.0017972258514862118,-0.0002804121557950617,0.05448824862390546
6.342,-0.0017991403576977578,-0.00028257719308964806,0.054622483719612584
6.343,-0.0018010926304476245,-0.0002847444967697451,0.05475527668344226
6.345,-0.0018030976592310845,-0.00028692204464491065,0.05488664393044516
6.345,-0.0018051695551692488,-0.00028911757811943685,0.05501660145326516
6.347,-0.0018073214319970477,-0.0002913385401759339,0.0551451648222055
6.347,-0.0018095652990184356,-0.0002935920158739572,0.055272349188774696
6.348,-0.0018119119670654972,-0.00029588467590329346,0.0553981692926743
6.349,-0.0018143709683149747,-0.00029822272374077717,0.05552263947216421
6.35,-0.0018169504904479042,-0.00030061184691637665,0.055645773677604655
6.351,-0.001819657325511931,-0.00030305717282612605,0.05576758548793664
6.352,-0.001822496833438466,-0.0003055632295835782,0.05588808812977803
6.353,-0.00182547292005924,-0.0003081339121996378,0.05600729449875919
6.354,-0.0018285880290950904,-0.0003107724544786312,0.05612521718268457
6.355,-0.001831843147533835,-0.00031348140682523296,0.05624186848606751
6.356,-0.001835237823598002,-0.0003162626202097348,0.05635726045559196
6.357,-0.0018387701963011706,-0.0003191172363502789,0.05647140490603371
6.358,-0.0018424370356566304,-0.0003220456842232809,0.0565843134461989
6.359,-0.0018462337916964732,-0.00032504768211890354,0.05669599750447257
6.36,-0.001847196354877356,-0.00032650589838834716,0.05680645675892588
6.361,-0.0018483674066249553,-0.00032808593596205465,0.0569157144075608
6.362,-0.001849738088918457,-0.00032978354882165636,0.057023781466442096
6.363,-0.0018512983787424221,-0.00033159396521085675,0.05713066885694268
6.364,-0.0018530371585423323,-0.0003335119251783146,0.057236387425100135
6.366,-0.0018549422927216803,-0.0003355317152725236,0.05734094795915779
6.366,-0.0018545010816029043,-0.0003370579375147038,0.05749040943083261
6.367,-0.0018542812005934363,-0.000338690269706156,0.057638229743042925
6.374,-0.001854266734373379,-0.00034042101116662257,0.057784425024934326
6.374,-0.0018544409708830263,-0.00034224229703568195,0.0579290113157454
6.374,-0.001854786506203915,-0.0003441461570007616,0.05807200457713007
6.374,-0.0018552853551979309,-0.0003461245738103789,0.05821342070408247
6.374,-0.00185591906754107,-0.00034816954111328277,0.058353275534583235
6.374,-0.001856668848805025,-0.0003502731199709131,0.05849158485808468
6.374,-0.001857515686107435,-0.00035242749360294177,0.058628364422971944
6.375,-0.001858440478051545,-0.00035462501982659204,0.05876362994312326
6.379,-0.001859424168475981,-0.0003568582808205,0.058897397103695605
6.379,-0.0018604478834473108,-0.0003591201297451844,0.059029681566245745
6.379,-0.0018614930710221422,-0.0003614037339751429,0.05916049897326488
6.379,-0.001862541642974263,-0.00036370261458645885,0.059289864952222444
6.381,-0.0018635761176389817,-0.0003660106819402823,0.05941779511913831
6.381,-0.0018645797675352585,-0.00036832225660958897,0.05954430508172356
6.385,-0.0018674954691869701,-0.0003722324623510245,0.05968511209636829
6.386,-0.0018702884395003358,-0.0003760869177521939,0.059824357093811203
6.386,-0.0018729472508163352,-0.00037988204714361974,0.05996205751553756
6.386,-0.0018754617566352713,-0.0003836147190996998,0.06009823078687709
6.386,-0.0018778231999087081,-0.00038728226953946954,0.06023289431863365
6.393,-0.001880024315013345,-0.0003908825186604221,0.06036606550781142
6.393,-0.0018851432251057172,-0.0003961301973757179,0.060514024923570275
6.394,-0.0018899982801545614,-0.0004012537563510933,0.060660347692616017
6.394,-0.0018945908641987334,-0.00040625297769156634,0.06080505315259021
6.394,-0.001898923994477587,-0.0004111281386396578,0.0609481605954925
6.396,-0.0019030023396501656,-0.00041588002210420235,0.061089689261929786
6.396,-0.0019068322231212027,-0.00042050992187750376,0.06122965833351665
6.409,-0.0019368920771527928,-0.0004515984220561049,0.062268475114124006
6.409,-0.0019405504502475659,-0.0004556288318269457,0.06241285697826395
6.409,-0.0019440433226478196,-0.0004595579600123695,0.06255566899324759
6.409,-0.0019473910930585363,-0.0004633914765335519,0.06269693077779026
6.409,-0.0019503331483522982,-0.00046597125060196537,0.06285415530658307
6.409,-0.0019531776508431007,-0.0004685056688035015,0.06300967547950473
6.409,-0.0019559458732883754,-0.00047100018541671243,0.06316351195925182
6.409,-0.0019586590337425215,-0.00047346039854419557,0.06331568501105297
6.409,-0.001961338110173713,-0.00047589200315465216,0.06346621448573264
6.409,-0.001964003657279255,-0.00047830074323818283,0.06361511980495738
6.409,-0.001966675627883775,-0.0004806923635518216,0.06376241994902859
6.41,-0.0019693732014528357,-0.0004830725615128068,0.063908133447561
6.41,-0.0019721146217608464,-0.0004854469397628072,0.064052278373315
6.413,-0.001974917045881788,-0.00048782095994538927,0.06419487233939264
6.414,-0.001977796406153501,-0.000490199898224258,0.0643359324999315
6.415,-0.0019807672932800956,-0.0004925888159528812,0.06447547555433253
6.416,-0.0019804113104938013,-0.0004923964099301802,0.0646269702201495
6.417,-0.0019802685271885835,-0.0004923088759108125,0.06477682956709473
6.418,-0.001980348170782731,-0.0004923276493307536,0.06492507045277285
6.4190000000000005,-0.0019806578932759895,-0.0004924538489007602,0.06507170933439305
6.42,-0.0019812036981328132,-0.0004926882672579572,0.06521676229204076
6.421,-0.001981989886151303,-0.0004930313643577231,0.06536024505377215
6.423,-0.00198301902000221,-0.0004934832637221332,0.06550217302209693
6.423,-0.0019842919067524067,-0.000494043751596367,0.06564256130139048
6.424,-0.001985807597521291,-0.0004947122789856165,0.06578142472578484
6.425,-0.001987563403283259,-0.0004954879665115924,0.06591877788709177
