Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,torques.x,torques.y,torques.z
8.855,91,8,854000000,,0.00027460235092656844,-0.0015888059605296627,0.012768747479593636
8.866,92,8,865000000,,0.0002742182524672676,-0.0017252803211217516,0.011926844748681754
8.886,93,8,886000000,,0.00018665100061659713,-0.0015788933202176044,0.012270931479881654
8.889,94,8,889000000,,0.00011098404235349116,-0.001143921679756734,0.012540110908945412
8.891,95,8,889000000,,0.00010594945409302868,-0.0012439378045850762,0.013380167907018316
8.892,96,8,891000000,,9.690364489897335e-05,-0.0011869974660152543,0.01409969103508681
8.898,97,8,897000000,,3.590950925477791e-05,-0.0011788656264242893,0.014755117913374608
8.918,98,8,917000000,,5.1591533757980375e-05,-0.0007543744074546422,0.014770448705469223
8.92,99,8,920000000,,-3.6368972181911554e-05,-0.0004117178440997612,0.013684176728727307
8.952,100,8,949000000,,-9.0571111316512e-05,-0.00013856934888911834,0.01215854801780529
8.952,101,8,952000000,,-6.207071226721978e-05,0.00031781452494584084,0.011078793762948316
8.962,102,8,962000000,,-5.377522052359672e-05,0.00031799896567953655,0.011283838470640547
8.98,103,8,980000000,,5.814217524705523e-05,0.0003652007158844902,0.011964500838155277
8.984,104,8,984000000,,7.041267675900821e-05,-0.00011804732824635916,0.011764224185464018
8.987,105,8,987000000,,8.144179699334198e-06,-0.0003846824147254103,0.012096896082670953
8.991,106,8,991000000,,-3.4567714506020237e-06,-0.0004132313961064858,0.012866339464779794
8.996,107,8,996000000,,-1.599057169288635e-05,-0.0005444648927387028,0.013330654266547375
9.02,108,9,18000000,,-4.212482222685112e-05,-0.0007392720577389269,0.013627066421630873
9.022,109,9,22000000,,-3.8836004613259135e-05,-0.001154786991819316,0.010968269529837548
9.028,110,9,28000000,,7.581170767896508e-06,-0.0012184809260945384,0.011452763758730307
9.041,111,9,41000000,,2.9593274714088323e-05,-0.0013442766391182559,0.012340401157306388
9.043,112,9,43000000,,0.00013000171211476522,-0.0013244919543618668,0.014058599712438601
9.089,113,9,90000000,,0.00010748738194944107,-0.001366114529855903,0.014795346486962263
9.148,114,9,139000000,,2.9109786725640406e-05,-0.0015090294089064081,0.013713949866406049
9.149000000000001,115,9,149000000,,-1.4963025613072073e-05,-0.000442403381842821,0.010323200921595464
9.149000000000001,116,9,149000000,,-1.946856031333105e-05,-0.00023780082516496623,0.010613671401822516
9.17,117,9,169000000,,-2.0235664274997583e-05,-0.00020890360983709646,0.01120047345722906
9.197,118,9,193000000,,-8.226855097087655e-05,0.00014836700266413622,0.005317432993308607
9.197,119,9,194000000,,-0.00023119433452563126,-0.0005656649945689024,0.00297195481444604
9.2,120,9,198000000,,-0.00024767348880005166,-0.000603321983255946,0.0038305630945350572
9.205,121,9,205000000,,-0.00023589114714536507,-0.0005789850039939607,0.004691645476064927
9.209,122,9,209000000,,-0.0001961758288316022,-0.0006716356218600834,0.0041637637579667545
9.214,123,9,214000000,,-9.42895186597884e-05,-0.0004589407935371644,0.004831486858790452
9.218,124,9,218000000,,-0.00011828749095563648,-0.0005559173808833483,0.005614255317225275
9.229,125,9,229000000,,-0.00019493677408908988,-0.0008263213337430175,0.006483468431597655
9.232,126,9,232000000,,-0.00015375910279892915,-0.0005508951834902184,0.007355644532941485
9.235,127,9,235000000,,-0.00019965943666199772,-0.0006824201404924252,0.00822916045214363
9.243,128,9,243000000,,-0.00023224661242192169,-0.0010053963497976312,0.00902322519126824
9.248,129,9,248000000,,-0.00018099679751622737,-0.0010888512583332498,0.010095432818702382
9.253,130,9,253000000,,-0.00016655172276952446,-0.001273400464485928,0.011074013228779924
9.259,131,9,259000000,,-0.0001009632454751286,-0.0013568407181952687,0.01244917628433011
9.262,132,9,262000000,,-5.985686028010535e-05,-0.001311849095161762,0.013638790900788986
9.266,133,9,266000000,,-4.17513884707407e-05,-0.0012905146124421332,0.014750569987481504
9.27,134,9,270000000,,-4.9661117293037314e-05,-0.001343714161702241,0.015637727126008305
9.276,135,9,275000000,,-6.085943339791267e-05,-0.0014426758937608804,0.016526334308208608
9.294,136,9,292000000,,0.00014022541190324603,-0.0009479510737542265,0.023095024771881197
9.294,137,9,294000000,,-7.591144764397111e-05,-0.0011767607502590433,0.023064689266252374
9.331,138,9,331000000,,-5.459827210523239e-05,-0.0005374096996990942,0.021890920755718773
9.343,139,9,343000000,,9.341953896645843e-05,-0.0009670369732438674,0.023378335107012184
9.35,140,9,350000000,,0.00018195598041107793,-0.0007999432854477688,0.02462449332118912
9.363,141,9,362000000,,0.00019275550096565518,-0.0006944936182147991,0.025426073245160996
9.377,142,9,377000000,,0.0002009073590264941,-0.0006880918536702212,0.02631893890452463
9.406,143,9,397000000,,-0.00021915545727728148,6.654890113652091e-07,0.016245347843849716
9.406,144,9,406000000,,6.85167281523811e-05,-0.001034249791691273,0.011852775010476801
9.418,145,9,418000000,,-0.00022373194104936557,-0.000653562413694176,0.006959856298136057
9.418,146,9,421000000,,-0.00026310130911667254,-0.00035434568768146705,-0.002640406796442207
9.428,147,9,428000000,,-0.00026372773219056003,-0.0005428747934768262,-0.0017304322688186484
9.437,148,9,432000000,,-0.00024059959978317455,-0.0011502915963329955,0.0038566106959212745
9.437,149,9,435000000,,-0.0002695239712671708,-0.000881765899083421,0.0053088443370677306
9.437,150,9,442000000,,-0.0003631921963653172,0.00012829267868836057,0.006306145601824637
9.449,151,9,446000000,,-0.00020509244258319745,-0.0007854096106009761,0.007123744445818718
9.449,152,9,449000000,,-0.0001963182248831735,-0.00072135267336277,0.008023552905542065
9.471,153,9,471000000,,-0.00016305479875521894,-0.0007278610579796961,0.008975447399003394
9.471,154,9,471000000,,-9.446313334547296e-05,-0.0009657488338314399,0.009951501293598423
9.484,155,9,483000000,,-0.0001059439491542834,-0.0008498244789434347,0.011015465351978618
9.489,156,9,488000000,,-3.587874640423444e-05,-0.0009393114291589596,0.012558574344311544
9.502,157,9,497000000,,-4.998243361158626e-05,-0.0007867514123471345,0.013893318015720559
9.508,158,9,507000000,,-2.8397598598883805e-06,-0.0010559739138504536,0.015187972179094327
9.514,159,9,514000000,,2.2012768717931505e-05,-0.0012788801810902411,0.016834340051440844
9.533,160,9,533000000,,2.317981723451069e-05,-0.0014210413425825097,0.018547626048468182
9.538,161,9,535000000,,1.2406906924465726e-05,-0.0015502700543187711,0.02018329448276616
9.543,162,9,543000000,,-0.0001237832334857337,-0.00082981829834324,0.020205034543344203
9.558,163,9,558000000,,-0.00023222325045041856,-0.0005118629084364427,0.01996159757899508
9.57,164,9,567000000,,-0.00014693327072658289,-0.0009367586942056723,0.020575684289028034
9.575,165,9,572000000,,-0.00014451397998564616,-0.0009815223165572859,0.02151263440182751
9.587,166,9,583000000,,-0.00015527072826281512,-0.0008459599007557969,0.02196460758754426
9.595,167,9,593000000,,-0.00016711305174738644,-0.0006187486452162575,0.022173641131540668
9.606,168,9,605000000,,-0.00013511294367990647,-0.0007324150935345238,0.022671469975005926
9.615,169,9,614000000,,-0.00014809939800002192,-0.0006397427532026852,0.023111802951337045
9.625,170,9,624000000,,-0.00013279934335093933,-0.0008089147194178001,0.023522352319094754
9.643,171,9,632000000,,-0.0002758603524153636,-0.000832049744101102,0.023885255377898908
9.659,172,9,659000000,,-0.0002094503799425808,-0.0012338805402628864,0.024692255486335104
9.668,173,9,667000000,,-0.00028183976189136183,-0.001631470207291399,0.024378411615519343
9.683,174,9,672000000,,-0.0003316202294561979,-0.0013949088636775176,0.02369030605010523
9.743,175,9,743000000,,-0.00031388487178422115,0.00010566915646796735,0.01978744590384718
9.759,176,9,759000000,,0.00012241400342916176,-0.0015195186165624804,0.0020413637551110492
9.762,177,9,762000000,,-0.00024340593969931828,-0.0014745158485192792,-0.00013912907372751887
9.774000000000001,178,9,774000000,,-0.00034287561449787297,-0.0010700117957361728,0.0005294051154534993
9.779,179,9,779000000,,-0.0006342683405192777,-0.0003155832394289035,-0.0006748204723862651
9.784,180,9,783000000,,-0.0003814423607735667,-0.0015945023858237274,-0.0005836527585026709
9.787,181,9,787000000,,-0.0004904721393262399,-0.0009466336816716476,-0.0003193294546650783
9.792,182,9,792000000,,-0.0004166167724789857,-0.001031605334429353,4.0867789842018165e-05
9.794,183,9,794000000,,-0.0003092532287229526,-0.0009476978271585035,0.0004626233541947331
9.797,184,9,796000000,,-0.00024510437374923794,-0.0009074840007806263,0.0011744749484342183
9.812,185,9,812000000,,-0.0002649056457555864,-0.0008562441872878126,0.002133728156395894
9.824,186,9,823000000,,-0.0002598878144710229,-0.0009180452717655612,0.0030938888944654717
9.831,187,9,829000000,,0.00024061661716967266,-0.0005082940503007003,0.0015312316636964945
9.831,188,9,831000000,,0.00019807037165012932,-0.0009143509444378131,0.0014208927289714405
9.848,189,9,848000000,,-0.00039136461955942357,-0.0014873949899321874,-0.003928687688739675
9.863,190,9,861000000,,-0.0005639777526895997,-0.00100501278039428,-0.004719715246339275
9.877,191,9,877000000,,-0.0005469426004001679,0.0006150095662760077,0.012722910433741998
9.877,192,9,877000000,,0.0001238952273256362,-0.0016870455850067222,0.027138779803995955
9.889,193,9,889000000,,-0.00036727828146329637,-0.0001900826665347193,0.02917958213591548
9.898,194,9,898000000,,-0.0010292974263390524,0.0006591409642187529,0.033267556900247026
9.903,195,9,902000000,,-0.0010006584675296539,0.0011053368093330484,0.03062109696762747
9.905,196,9,904000000,,-0.0008127987721551526,0.0002478529903169577,0.031581607836500256
9.923,197,9,923000000,,-0.0006966540690297588,-0.00029441943581334855,0.03254452033971653
9.939,198,9,937000000,,0.0003014991771714594,-0.0012772690252794267,0.027828405621526796
9.943,199,9,943000000,,0.0007239797675321534,-0.0019644917245158736,0.024761693739987982
9.948,200,9,948000000,,0.0005581152739461718,-0.0015606164217513681,0.023970528800889894
9.953,201,9,952000000,,0.0006227994651522744,-0.0022987399513620613,0.023443587601509115
9.954,202,9,954000000,,0.00035684625544556365,-0.0021428120412031113,0.021443221830921178
9.969,203,9,971000000,,-1.988412529627231e-05,-0.00202747731545287,0.01766280626267467
9.972,204,9,972000000,,-0.000678117993867738,-0.0010893414461978924,0.011740165653581386
9.976,205,9,974000000,,-0.0005893180981156041,-0.0015581085195580466,0.012414567562190207
9.986,206,9,986000000,,-0.0005826174767850908,-0.0014958367812595433,0.011867443597245913
10.021,207,10,13000000,,-0.0005203633280418908,-0.0009988796167617877,0.012578042521193595
10.025,208,10,23000000,,6.161751023449564e-05,-0.0011845693433817756,0.016822426693958007
10.04,209,10,40000000,,-0.0009241277646214493,0.0007938638767424738,0.014115459527144644
10.043,210,10,43000000,,-0.000819984911061888,0.0010528007755674098,0.013809284835475093
10.064,211,10,64000000,,-0.0003836118107075769,-0.00020299525616955007,0.01519613226700903
10.07,212,10,69000000,,7.738743152658033e-05,-0.0006941470079702002,0.018093570236216876
10.074,213,10,74000000,,8.969561743672747e-05,-0.0007064075952212397,0.019862673032837397
10.08,214,10,80000000,,0.00033712099541004996,-0.001995702455185735,0.02167126493146248
10.086,215,10,86000000,,0.00018008987565026153,-0.0016345393864847526,0.022527958102415667
10.103,216,10,102000000,,0.00012091122855229084,-0.0020900587814354685,0.022809466685500684
10.111,217,10,110000000,,-0.0003654423376868831,-0.0017582006271861202,0.020017117103130394
10.144,218,10,143000000,,-0.0004126173988519828,-0.0018933110111184065,0.019097861057556374
10.146,219,10,146000000,,-0.00010229742026473843,-0.0017173480331329205,0.017689280202659783
10.146,220,10,146000000,,7.714238238588282e-06,-0.002221475382014168,0.018586851919046708
10.157,221,10,157000000,,-0.00035337882489687726,-0.0007061645971644485,0.019487923210011304
10.16,222,10,159000000,,-0.0006317154736240549,-0.00038216999378619447,0.01723816680310372
10.162,223,10,162000000,,-0.0006797245318215543,-0.00027955556206852965,0.017838137255788495
10.166,224,10,165000000,,-0.0007704860666901743,-6.246189116484817e-05,0.01726662928733699
10.178,225,10,176000000,,-0.0007846792532368239,0.0003576121091655606,0.013681664421009165
10.183,226,10,183000000,,-0.000785174381817688,0.0010208821847351823,0.013188663222703862
10.201,227,10,200000000,,-0.00044644395632138496,0.00027278733104100985,0.01613078478804207
10.212,228,10,212000000,,-5.8493656443251384e-05,-0.0015067870777203298,0.017444454091295008
10.217,229,10,217000000,,-9.090416705610556e-05,-0.0016025123758608172,0.01886055158072708
10.229,230,10,227000000,,-0.00017356443122116128,-0.0015844666185351314,0.019466930117470242
10.255,231,10,261000000,,-1.8925427041324326e-05,-0.0022991634928600426,0.020442547506922308
10.273,232,10,273000000,,-0.00011964642929058729,-0.0017172744978379748,0.018028483183396508
10.284,233,10,284000000,,-0.00012715087437154937,-0.0014567478087660435,0.017648340188797657
10.294,234,10,292000000,,-0.00030656964909568863,-0.0006301039199321173,0.018425149412391924
10.32,235,10,320000000,,-4.817232051016974e-05,-0.0017150529406812806,0.019107534844546234
10.327,236,10,325000000,,-0.0005120423469563492,-0.00022229673711383945,0.01505543022718451
10.331,237,10,330000000,,-0.0005569157313607999,0.00034653341801308476,0.014795686822781907
10.335,238,10,335000000,,-0.0006722082629589142,0.0010708927915462725,0.01517900355251189
10.338,239,10,338000000,,-0.0010036917331614301,0.0027759787125775123,0.015508854168992796
10.354,240,10,341000000,,-0.0006959954120008175,0.0012977640081806726,0.016393416517359424
10.37,241,10,370000000,,-0.0006025533141486022,0.0008333873981376802,0.017370210679996848
10.374,242,10,374000000,,-0.0005490963373923761,-0.0012747499672554337,0.01938719862691456
10.377,243,10,377000000,,-0.0005851176383405942,-0.0018907335067627259,0.019443033729864487
10.381,244,10,378000000,,-0.0006842380252668805,-0.0009550902058500662,0.019496379828044374
10.389,245,10,386000000,,-0.0009439782186235351,0.0004041090618514888,0.020186750385827974
10.397,246,10,397000000,,-0.000888459172451871,0.001741387529393758,0.01898889546051396
10.402,247,10,402000000,,-0.0004043926994999646,0.0002797089146316901,0.019159138122954375
10.421,248,10,421000000,,-0.0003634293139981135,0.00013319629796670744,0.020151269353968212
10.424,249,10,423000000,,-0.0001931704055254613,-0.0034643705852667912,0.02175957199455634
10.428,250,10,428000000,,-0.00020168326411121863,-0.0034182553315488915,0.022651968704804112
10.433,251,10,433000000,,-0.00020893716348638347,-0.0038608723397261183,0.023462077145677687
10.463,252,10,439000000,,-8.813805304545846e-05,-0.004429249386872683,0.02431845175868677
10.465,253,10,465000000,,2.204136689654891e-05,-0.0036403000341687325,0.0242142544768006
10.468,254,10,468000000,,-2.2395930671541736e-05,-0.002981100592155779,0.02473773373644158
10.475,255,10,475000000,,3.5727599525193045e-05,-0.0019547331693683494,0.02481280301947924
10.484,256,10,482000000,,0.00019405060125265902,-0.0006783167195106845,0.02391934016000848
10.495,257,10,494000000,,0.00016087487717790803,-0.0019865254806934627,0.023606329951671386
10.505,258,10,503000000,,8.302979117278848e-05,-0.00365518175255452,0.02385712841875538
10.516,259,10,514000000,,-0.0005616213639058798,-0.0008899097272078922,0.021463784722095324
10.524000000000001,260,10,524000000,,-0.00022608456359895615,-0.001261607217089406,0.021575900951035492
10.538,261,10,538000000,,-0.00030870740391334415,0.0012278533111679361,0.02080197998119627
10.553,262,10,552000000,,-0.000517980976118611,0.0023007727429453654,0.01904450761537454
10.559,263,10,559000000,,-0.0014373050232447918,0.0016245221742394976,0.015432228305379665
10.565,264,10,565000000,,-0.0014462607895114016,0.0006803756193590402,0.014038781739626326
10.578,265,10,577000000,,-0.000882565613919248,0.0023784294928698205,0.013775672365546932
10.589,266,10,586000000,,-0.0005070230494730515,0.0008844436251993105,0.014684670369929381
10.596,267,10,593000000,,-0.0004979355556578873,0.0017539576567721998,0.015661787306828337
10.609,268,10,607000000,,-0.0006193940143896599,0.001123897059995865,0.015204878446684873
10.623,269,10,623000000,,-0.0010930973668641043,0.00040550221251619146,0.013359636438621779
10.635,270,10,633000000,,-0.0013192426894794713,-0.00026174893248911914,0.011672935452436696
10.64,271,10,639000000,,-0.0013243997298094182,0.0006157510202354478,0.011075109216018475
10.645,272,10,645000000,,-0.0006674384843773776,0.0007408071082753915,0.013350387874970282
10.656,273,10,656000000,,0.00033980854402228846,0.00011506897627893331,0.01770087923669233
10.67,274,10,670000000,,0.0005071512207407069,-0.001150179406542806,0.018967063309838272
10.712,275,10,712000000,,0.0005029483205670814,-0.0004580502226640918,0.0205119758428622
10.722,276,10,722000000,,0.0003154419710313413,-0.0020837305706511867,0.02152262476748806
10.744,277,10,741000000,,-0.000597619478934751,-0.0019447363553439006,0.018819314165986808
10.807,278,10,807000000,,-0.00023809524041772833,-0.0012521683987134805,0.019336247524303445
10.827,279,10,827000000,,-0.0012559691646376655,0.0014065688491113372,0.009052986025045449
10.84,280,10,839000000,,-0.00141708743599886,0.0019419735856000078,0.008770738056755274
10.845,281,10,844000000,,-0.0014466439277563137,0.002104673694909922,0.008635505075080088
10.847,282,10,847000000,,-0.0014718138979994465,0.002439828675789922,0.00900147633209794
10.852,283,10,852000000,,-0.0011472157637594702,0.002060884004291659,0.008989604100887887
10.854,284,10,853000000,,-0.0010650994433982226,0.0024940571894784165,0.010260887927894837
10.855,285,10,855000000,,-0.0004618729322083749,0.0015758071030204934,0.014168345161738545
10.855,286,10,856000000,,-0.0010557593800335657,0.0022723662195395164,0.013074999280834648
10.863,287,10,863000000,,-0.0006740871981989224,-3.331587492782194e-05,0.0140179894157786
10.868,288,10,867000000,,-0.0005990870046231891,-0.0004249823889176782,0.0143681811252926
10.873,289,10,872000000,,5.0241724122912696e-05,-0.0017335025693335834,0.01545916722960466
10.887,290,10,887000000,,0.0002735579125229452,-0.0021147536546124025,0.017387455700816002
10.895,291,10,893000000,,0.00034150952023346903,-0.002137934549971152,0.022089279004942848
10.905,292,10,905000000,,4.299347916400943e-05,-0.0015138352442238298,0.022542394842472058
10.922,293,10,922000000,,-0.0010002457215852621,0.0008627032036392975,0.019543861228588387
10.934,294,10,934000000,,-0.0017894233225564725,0.005350013591203681,0.015358966588339889
10.942,295,10,941000000,,-0.0011383682735766928,0.0023929118779068433,0.015950707706942905
10.958,296,10,958000000,,-0.0009100677275071755,0.0014437506173649757,0.016843340111847648
10.969,297,10,965000000,,-0.0006030607984953229,0.0012695956381264045,0.01904126207940479
10.969,298,10,968000000,,4.8781188115900535e-05,-0.0018031465461968372,0.01871039145439885
10.98,299,10,979000000,,0.00010329961765658967,-0.0020711001030222905,0.019642577279406645
10.983,300,10,983000000,,-9.864360013664604e-05,-0.0008990344152062487,0.018096997484174943
11.006,301,11,5000000,,7.936273282058598e-05,-0.0015880960989703512,0.01682629958294248
11.02,302,11,13000000,,-1.948503085656331e-05,-0.0014501577586477543,0.018946611188877964
11.023,303,11,20000000,,-0.000161328220148752,-0.001180262535596779,0.019963558029141123
11.025,304,11,25000000,,-0.00025580137992062117,-0.0006671198645872066,0.020923757987233033
11.029,305,11,27000000,,-0.0003268903521509191,-0.00012883280040634597,0.021852736099634458
11.031,306,11,30000000,,-0.00030947505283207284,-0.00016673353933874008,0.022776933074977176
11.033,307,11,33000000,,-0.0004596454382719595,0.0006119777340589177,0.023535422430766693
11.034,308,11,34000000,,-0.00033135477014153633,-0.0003565766593484518,0.02433127064369346
11.042,309,11,41000000,,-0.0003616338805102925,-0.0006061406383869861,0.024757705289856196
11.046,310,11,46000000,,-0.00043867383332725485,-0.00047493770355633145,0.025006961981069373
11.048,311,11,48000000,,-0.0005533284801132888,3.7604356097223433e-06,0.02512019951396408
11.051,312,11,51000000,,-0.0006552673211533062,0.0006015109625677666,0.025452047750551335
11.056,313,11,56000000,,-0.0007371124058595511,0.0010855358047269607,0.025459264320273813
11.066,314,11,65000000,,-0.0008618533813238973,0.002241026976766793,0.023798926521449795
11.075,315,11,75000000,,-0.0006519672683678809,0.0017355796187889573,0.02349189458435186
11.093,316,11,83000000,,-0.0005050166039864042,0.0013516983808567562,0.022546332652553687
11.124,317,11,125000000,,-0.00031849822214523196,0.00028253974154832356,0.02106600163272638
11.147,318,11,127000000,,-6.0242192219777974e-05,-0.0006706748891046958,0.018913958693108843
11.148,319,11,141000000,,-1.5891156288406778e-05,-0.0007077067693253567,0.01948239024621192
11.154,320,11,153000000,,0.00044859453505278606,-0.0015497516161928648,0.017008967846784233
11.166,321,11,166000000,,0.0003598885056185261,-0.0016545510466075386,0.01642757524733627
11.174,322,11,173000000,,8.151977900628467e-05,-0.0015041680482029297,0.015745854314592106
11.185,323,11,180000000,,0.00010254415809810138,-0.0012803972729096957,0.015475829220316642
11.205,324,11,202000000,,8.586228118546708e-05,0.000458009597083444,0.014712277078326064
11.205,325,11,204000000,,0.0001316638044259286,0.00046939879000770486,0.014268436604161222
11.211,326,11,209000000,,0.00018072626030008723,0.00020854911758214404,0.015062268671993983
11.215,327,11,214000000,,6.049361216672384e-05,0.00055622188190202,0.016102997209149515
11.22,328,11,220000000,,-6.39105503336617e-06,-8.477717634903473e-05,0.01698636053342578
11.23,329,11,228000000,,-3.614319224664746e-05,-0.0001627058620341759,0.01786635913362844
11.234,330,11,233000000,,-0.00044667004529185846,-0.00014855203939570337,0.018615276613503172
11.237,331,11,237000000,,-0.0005394032637802615,3.48001868953322e-05,0.019409694765876593
11.267,332,11,267000000,,-0.0008382979134000993,0.001172750307233182,0.020255499048446122
11.277,333,11,280000000,,-0.0006876381163301118,0.0024696322171065587,0.021611354827166047
11.293,334,11,293000000,,-0.00047003141632761874,0.002300552911931319,0.022785744481167016
11.313,335,11,312000000,,-0.0004293507604786037,0.002550354781855967,0.02380250532051335
11.321,336,11,319000000,,-0.0004998549457764649,0.0009442001537003371,0.021964217839564842
11.325,337,11,325000000,,3.416688622196097e-05,0.002014733967259869,0.022816608622669092
11.333,338,11,333000000,,-0.00010394632278201173,0.0013493980050438429,0.020238403205085312
11.337,339,11,336000000,,-0.00020546670982917657,0.0013439769281207619,0.019086749221640203
11.341,340,11,341000000,,0.0002306923332590091,0.0005380894506657903,0.01841822347061607
11.355,341,11,354000000,,0.00024423043717698516,0.0017543593956786609,0.01856511293735765
11.357,342,11,356000000,,0.0003384211276854697,-0.0007806182358980572,0.014943240856287981
11.361,343,11,360000000,,9.913040008310478e-06,0.0008393052907314063,0.014221180331976672
11.365,344,11,365000000,,0.00011049366535090477,-0.0012841752469017402,0.013627954481343102
11.375,345,11,374000000,,1.7429756885555708e-05,-0.0003226765409833631,0.013638722754726303
11.404,346,11,404000000,,0.0003669060360397382,0.00013592337173187166,0.018416263566511448
11.417,347,11,417000000,,0.000293841650381624,0.0012153349619742325,0.02061743437828391
11.427,348,11,427000000,,2.2342913118950146e-05,0.0013258569697654778,0.02140385371159238
11.431000000000001,349,11,430000000,,-0.0004508092159225687,0.0012112684707320236,0.019904821579298022
11.435,350,11,433000000,,-0.0004400205855147307,0.0009314173923222662,0.02051424628353967
11.457,351,11,452000000,,-0.0005356623132455709,0.0015955923267409549,0.020937142223696012
11.459,352,11,458000000,,-0.0002529176529523777,0.0021319189471109227,0.02178195132557014
11.459,353,11,459000000,,0.00013755495917658702,0.002081845566419196,0.023933963167933725
11.469,354,11,469000000,,0.00014582311100961692,0.002320471361455716,0.0247678876471646
11.514,355,11,514000000,,0.00021781672869851322,0.001401165664720954,0.024559337896729504
11.538,356,11,538000000,,0.00035765557494913384,0.0006438058036355892,0.014249650272752922
11.54,357,11,540000000,,0.00045073361649033115,-0.0008862691477823742,0.005954084730214658
11.543,358,11,542000000,,0.00036688841629613174,0.0007081278258824887,0.006781342487112385
11.545,359,11,545000000,,0.00042994991028137756,0.00016962055869561223,0.007595562958400314
11.55,360,11,549000000,,0.00045941469236817945,8.401244827919134e-05,0.008411192118007256
11.551,361,11,551000000,,0.0004388765082471433,0.0008558211402435703,0.009225644493459797
11.564,362,11,564000000,,0.0005759171737735676,9.327070191540027e-05,0.010469617334023726
11.57,363,11,570000000,,0.0004427290871672732,0.0005690944705672224,0.016187301199392663
11.573,364,11,573000000,,0.00044526804069741524,0.0009658711789709348,0.01699380919168529
11.577,365,11,577000000,,0.0005110343153523669,0.00030507874598212196,0.017794704946217214
11.592,366,11,591000000,,-0.000330042656159101,0.002012247455414719,0.016069057022774166
11.596,367,11,595000000,,-0.0003039175574066838,0.001977387928290704,0.016821290734930678
11.634,368,11,632000000,,0.0003930884115614336,0.0013476580474750856,0.02163805663125344
11.636,369,11,636000000,,0.00027413362473253103,0.0023777661915708546,0.019820173267587952
